-3.2541478	-2.990257	0.121993005	-3.75937	-2.6550567	-1.6889346	-7.113173	-1.3293822
2.0690703	0.8416991	1.1517236	-2.416685	0.46946993	-1.358351	1.1720902	3.4519336
-2.9647686	-2.895423	-0.61511266	-1.7447894	-6.354563	6.228407	-3.2789116	1.2889401
-6.277134	-0.88077146	3.8768902	3.069268	-6.6387734	7.2778983	5.2114983	0.02376636
3.006714	3.4617696	-0.30672652	-2.4890063	-1.2011745	4.3144927	5.5695357	2.4490142
0.5475067	-0.34968492	0.69476515	-2.9886026	0.4766505	-1.3661346	-0.58636534	1.738024
2.3888574	-2.796667	-0.24005297	-5.336579	-0.046846893	-2.9992208	-5.9631486	5.1937647
0.70549303	-0.39503843	-0.19420496	0.22892453	1.40042	1.9634074	4.037429	1.1353922
2.3103755	5.2750483	0.7510145	-5.8191714	-0.6821066	-1.6361085	1.3992457	-1.3788973
0.50191903	-2.219991	3.0648377	3.6174457	-3.0970852	0.2229496	5.162176	-3.3124318
4.267723	-1.1672236	0.6704107	-1.5653775	-1.7014046	-2.2879376	-0.10133058	-0.27983135
2.8476896	-0.4066541	-2.352138	-3.4323237	1.766466	3.8692575	3.932397	0.23069449
1.9023708	1.8235806	-2.666017	0.18160963	4.2442904	1.5815539	3.3519192	2.4293907
3.6011848	-9.147804	-5.499039	-0.28448498	5.1075196	4.2865725	0.7015192	2.7301278
7.151145	-8.066731	-2.958565	1.9641064	0.40285212	3.5030901	4.244555	-0.47992775
-2.6843226	0.84059495	-1.6551406	-7.0387783	0.28578532	5.424278	-0.9700976	4.169619
-0.698951	-0.54200464	-0.06439344	-2.3203619	-0.06366294	0.45134673	-1.241121	2.3569138
-9.762812	-1.4363137	3.6497302	-0.8507173	-6.904596	6.1378493	0.5902539	-3.1080093
-2.170879	2.604519	0.09095842	5.1443152	2.412967	2.9983468	9.052414	-3.5497196
3.119121	0.072382964	0.3742637	-8.868776	4.8898015	3.2428348	8.291301	3.080233
-3.4750803	-5.366086	0.6958515	-3.096729	-3.1593275	4.805932	-0.27419057	-0.9480221
-7.041442	-3.6338813	5.111488	0.48272166	-7.7447863	3.5847461	1.7634032	-5.345929
-3.8912563	-4.6937833	-0.39143267	-0.5243606	-6.9135885	8.348718	-0.18522885	-2.6027627
4.2132072	0.5460095	-1.7678883	-9.581168	4.3231306	4.857077	6.442794	3.9477518
4.880912	-0.900787	-1.7054852	1.5197152	-1.3166995	3.5002253	5.055464	-1.1298122
-0.3975483	-0.9611717	3.4241796	-2.947986	0.3918138	1.8528433	6.782901	1.561992
0.8796436	-0.8538516	2.500021	1.6610364	-1.3640894	2.5050762	6.8707566	1.3604052
1.5966455	-3.7824817	-2.331426	-1.1705544	-0.836357	5.091346	2.8448334	-2.8138223
-1.9441184	-9.997447	-3.0623517	-3.8546731	-1.5987219	3.7309055	-5.734387	-2.9133067
-2.0723503	-5.7179523	-3.594475	0.5893043	0.5111028	3.4520435	-3.6161375	-0.14284338
0.026786853	-1.1894373	-0.84284425	0.7670683	-0.9191599	1.2019455	-1.3285282	2.7545195
-0.64417446	-3.947254	0.16738077	1.9755925	0.41052857	2.5021915	1.8315115	3.689993
-2.306233	-6.9701576	-0.82301486	-4.1680617	-4.571753	8.055171	-1.3463944	1.8095667
-1.9344465	-5.7749476	-3.8959851	0.41703406	0.48372906	5.873649	-1.0064403	-0.7797026
10.331257	4.3160424	-1.2504839	1.4424361	-5.077486	0.24234337	2.865014	1.6259981
5.1935344	2.0233407	-5.4020977	6.4747972	-1.3106459	4.6901827	0.09873628	6.804654
0.98091847	0.21248446	-0.53583354	-4.545138	2.4862638	-0.2407755	-0.9809905	6.152561
5.247568	3.8418574	-5.559469	8.123307	-1.8697367	4.279023	-0.25208512	7.3115983
2.3304908	0.85646045	-2.7172492	-6.0376587	-1.0557015	1.3921562	-3.5733776	1.373355
7.854896	-4.5262694	-6.0551586	5.1961546	0.04948225	4.6515336	1.4575375	3.1842582
5.1948843	-2.9671385	-4.634675	6.208537	-1.5192999	5.899287	2.2313514	3.9117105
2.8454082	0.34245262	-0.7019171	-5.0789227	0.3813581	1.3329449	0.569218	4.035139
