-0.03492128	-0.061975718	-0.057743415	-0.07676634	0.038032617	0.10547775	-0.03472371	0.04223912	0.016435787	0.018605355	0.031246688	0.034579016	-0.010294813	-0.05522956	0.13136671	0.049732793	-0.053652372	-0.02015126	0.040431947	-0.0019624785	-0.07377495	0.026868422	0.015073054	0.009791734	0.018175157	0.023947733	0.009112358	-0.004512705	0.017690508	0.038902115	0.013809732	0.03094182
-0.042018753	0.06260146	0.09476092	0.13034806	0.12307649	-0.072126485	-0.013737957	-0.16385908	0.15706621	-0.14775895	-0.13579708	0.06085653	-0.03456992	0.11671478	-0.004707783	0.04290525	0.077100076	0.12793972	-0.07716096	0.12357615	0.069516815	-0.09941295	-0.1191332	0.14073043	-0.07419889	0.07596048	0.11934828	0.056448925	-0.16039148	0.016746018	-0.11015228	-0.105925456
-0.0029006496	-0.010221822	-0.008794957	-0.022384306	-0.0829176	0.06663844	-0.015770005	0.07303105	-0.06662109	0.005100579	0.09570274	-0.007494029	-0.021081934	0.0050769513	0.0264755	-0.014538146	-0.042737313	0.03283058	0.057495557	-0.024765601	-0.06629909	0.062121946	-0.018102452	-0.006612931	0.043194253	-0.025121009	0.018945102	-0.099374846	0.06417759	-0.033125676	-0.0018488532	-0.0041416343
0.14739013	-0.11437519	-0.09368544	-0.1443755	-0.1141822	0.20487566	0.10497917	0.12552986	-0.1925584	0.18198864	0.23898129	-0.09809384	0.21198623	-0.13820057	0.10200652	-0.13706177	-0.18181163	-0.13071315	0.15876216	-0.092767395	-0.10696103	0.20598918	0.183267	-0.1590457	0.12078834	-0.13012174	-0.0745797	-0.13152237	0.19939746	-0.08428991	0.15811084	0.14652699
-0.04653037	0.07215851	0.1252742	0.1022988	0.07690834	-0.06655776	-0.056982614	-0.15488079	0.10417527	-0.1081269	-0.10199076	0.073099755	-0.08494213	0.046247598	-0.08365624	0.10303898	0.06575648	0.11618843	-0.1040604	0.092832334	0.0648312	-0.14578906	-0.05410343	0.06893652	-0.099087045	0.14012863	0.13075946	0.14144076	-0.17117353	0.04110152	-0.11516148	-0.022647623
-0.02245927	-0.0064872606	0.04752314	-0.062646136	-0.020025888	0.023151036	-0.013712446	0.002550676	-0.050650757	-0.021734508	0.01982172	-0.029563963	0.044549264	0.02558111	0.06740875	-0.019474184	0.02485312	0.013323848	0.052168865	0.048036482	0.0029447405	0.014887317	-0.018583596	-0.0039809416	-0.011696358	-0.035812363	0.014079571	0.023892883	0.026629373	0.048676245	0.054683637	0.03573544
-0.06932873	0.05952812	0.072847724	0.067230634	0.07770582	-0.06862925	-0.042661816	-0.053112052	0.08955872	-0.07149468	-0.06873229	0.07246608	-0.0051769665	0.009686568	-0.0114600295	0.07882269	0.04249487	0.026346378	-0.0934413	0.049641673	0.09498426	-0.06681262	-0.101562686	0.04778465	-0.09413438	0.07742902	0.046210192	0.093122296	0.0057183	0.09147886	-0.0858926	-0.057654757
0.041480187	-0.022982815	0.025588201	-0.07082211	0.012363287	0.040089574	-0.054728776	0.024565797	-0.021790978	0.038158596	0.038584262	-0.014574919	0.02907816	-0.04062277	0.039227653	-0.04433436	-0.0581049	-0.037602227	0.043980535	-0.06534526	-0.00096965453	0.03617311	0.06162472	-0.089020334	0.0044390974	-0.07166457	0.020767456	-0.05798943	0.037659373	-0.019190412	0.033738725	-0.02375018
-0.03830589	0.06146615	0.09382176	0.08529498	0.06436863	-0.049832825	-0.053152792	-0.09984912	0.06380941	-0.047129694	-0.02808262	0.058250155	-0.04656252	0.075762145	-0.08839585	0.07141858	0.06081894	0.05897281	-0.054061685	0.033348594	0.027122958	-0.053430043	-0.04779154	0.10023765	-0.03626389	0.007690234	0.07862153	0.04960801	-0.0683073	0.03979683	-0.08233148	-0.006554168
-0.08845259	0.11879992	0.08710468	0.06037935	0.0036705923	-0.10129475	0.0044242167	-0.13719852	0.13125722	-0.14166085	-0.034671005	0.07914655	-0.051170237	0.12040085	-0.0296103	0.10605004	0.07493612	0.08418302	-0.040492047	0.13784565	0.092184015	-0.12736705	-0.09968984	0.10478204	-0.11174261	0.06387822	0.123622775	0.0916978	-0.11448401	0.0011487331	-0.11095349	-0.031031124
